observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/DEU,2025,10.45,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GHA,2025,113985100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GHA,2025,0.3078,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GHA,2025,25.21,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GIB,2025,2299400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GIB,2025,0.0062,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GIB,2025,-96.66,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GRC,2025,89413000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GRC,2025,0.2414,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GRC,2025,2.35,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GRL,2025,2700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GRL,2025,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GRL,2025,-85.94,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GRD,2025,377900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GRD,2025,0.001,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GRD,2025,3.62,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GLP,2025,447100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GLP,2025,0.0012,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GLP,2025,17.05,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GUM,2025,103600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GUM,2025,0.0003,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GUM,2025,47.95,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GTM,2025,53613300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GTM,2025,0.1448,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GTM,2025,15.82,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GGY,2024,0,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GGY,2025,100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GGY,2025,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GIN,2025,76382600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GIN,2025,0.2062,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GIN,2025,32.51,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GNB,2025,1899200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GNB,2025,0.0051,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GNB,2025,228.46,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GUY,2025,7846500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GUY,2025,0.0212,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GUY,2025,-4.7,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HTI,2025,7529900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HTI,2025,0.0203,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HTI,2025,-13.85,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HND,2025,23206700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HND,2025,0.0627,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HND,2025,5.42,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HKG,2025,513464000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HKG,2025,1.3865,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HKG,2025,-24.82,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HUN,2025,45131200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HUN,2025,0.1219,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HUN,2025,-2.9,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ISL,2025,5714000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ISL,2025,0.0154,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ISL,2025,467.75,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IDN,2025,454085200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IDN,2025,1.2261,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IDN,2025,-8.29,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRN,2025,104975400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRN,2025,0.2835,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRN,2025,3.76,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRQ,2025,276916800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRQ,2025,0.7477,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRQ,2025,-0.27,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRL,2025,73226400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRL,2025,0.1977,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRL,2025,25.8,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ISR,2025,181697900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ISR,2025,0.4906,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ISR,2025,-51.52,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ITA,2025,653538400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ITA,2025,1.7647,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ITA,2025,-9.92,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JAM,2025,7877100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JAM,2025,0.0213,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JAM,2025,-12.84,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JPN,2025,529103100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JPN,2025,1.4287,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JPN,2025,23.93,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JEY,2025,0,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JEY,2025,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JEY,2025,6781.76,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JOR,2025,63925300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JOR,2025,0.1726,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JOR,2025,-47.29,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KAZ,2025,22223100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KAZ,2025,0.06,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KAZ,2025,13.42,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KEN,2025,265508200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KEN,2025,0.7169,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KEN,2025,0.9,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KIR,2025,327700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KIR,2025,0.0009,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KIR,2025,282.04,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PRK,2025,221100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PRK,2025,0.0006,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PRK,2025,30.06,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KOR,2025,492349400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KOR,2025,1.3294,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KOR,2025,-7.3,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KWT,2025,163781500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KWT,2025,0.4422,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KWT,2025,-6.04,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KGZ,2025,3918600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KGZ,2025,0.0106,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KGZ,2025,3.54,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LAO,2025,1058100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LAO,2025,0.0029,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LAO,2025,-0.73,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LVA,2025,19966000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LVA,2025,0.0539,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LVA,2025,9.39,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBN,2025,28606300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBN,2025,0.0772,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBN,2025,0.22,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LSO,2025,871800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LSO,2025,0.0024,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LSO,2025,89.15,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBR,2025,31860900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBR,2025,0.086,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBR,2025,58.09,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBY,2025,55026000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBY,2025,0.1486,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBY,2025,17.5,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LIE,2025,34100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LIE,2025,0.0001,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LIE,2025,-53.28,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LTU,2025,21846900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LTU,2025,0.059,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LTU,2025,-16.12,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LUX,2025,4212300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LUX,2025,0.0114,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LUX,2025,28.4,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MAC,2025,119200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MAC,2025,0.0003,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MAC,2025,49.86,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MKD,2025,2858000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MKD,2025,0.0077,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MKD,2025,-5.8,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MDG,2025,22768100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MDG,2025,0.0615,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MDG,2025,18.67,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MWI,2025,7989900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MWI,2025,0.0216,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MWI,2025,10.64,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MYS,2025,617489500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MYS,2025,1.6674,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MYS,2025,2.63,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MDV,2025,47427800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MDV,2025,0.1281,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MDV,2025,-35.8,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MLI,2025,10879800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MLI,2025,0.0294,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MLI,2025,9.8,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MLT,2025,29718700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MLT,2025,0.0802,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MLT,2025,-27.77,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MHL,2025,237300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MHL,2025,0.0006,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MHL,2025,30.71,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MTQ,2025,408200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MTQ,2025,0.0011,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MTQ,2025,7.35,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MRT,2025,9737500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MRT,2025,0.0263,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MRT,2025,22.01,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MUS,2025,56994500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MUS,2025,0.1539,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MUS,2025,-11.69,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MYT,2025,638900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MYT,2025,0.0017,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MYT,2025,1.89,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MEX,2025,485933700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MEX,2025,1.3121,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MEX,2025,10.23,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FSM,2025,68000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FSM,2025,0.0002,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FSM,2025,32.51,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MDA,2025,880800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MDA,2025,0.0024,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MDA,2025,-14.95,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MCO,2025,592700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MCO,2025,0.0016,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MCO,2025,203.32,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MNG,2025,2235600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MNG,2025,0.006,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MNG,2025,-18.56,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MNE,2025,10515100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MNE,2025,0.0284,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MNE,2025,263.78,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MSR,2025,10400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MSR,2025,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MSR,2025,3.55,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MAR,2025,81880800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MAR,2025,0.2211,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MAR,2025,-4.24,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MOZ,2025,111625100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MOZ,2025,0.3014,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MOZ,2025,-32.37,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MMR,2025,51990900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MMR,2025,0.1404,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MMR,2025,-6.31,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MNP,2025,8700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MNP,2025,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MNP,2025,-65.65,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NAM,2025,28031900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NAM,2025,0.0757,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NAM,2025,-25.45,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NRU,2025,3300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NRU,2025,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NRU,2025,-52.9,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NPL,2025,625025100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NPL,2025,1.6877,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NPL,2025,7.25,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NLD,2025,1921183800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NLD,2025,5.1876,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NLD,2025,3.7,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ANT,2025,1842100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ANT,2025,0.005,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ANT,2025,3.87,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NCL,2025,491500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NCL,2025,0.0013,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NCL,2025,-61.47,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NZL,2025,60264900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NZL,2025,0.1627,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NZL,2025,35.23,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NIC,2025,13486800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NIC,2025,0.0364,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
