observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/IND,2021,-3.94,GrowthRate_Exports_EconomicActivity_MachineryNECInThisChapterForTheIndustrial,Percent,ExportsInUSD
country/IND,2020,3218700000,Exports_EconomicActivity_MachineryForMakingPulpOfFibrousCellulosicMater8439,INR,ExportsInUSD
country/IND,2020,0.0145,Exports_EconomicActivity_MachineryForMakingPulpOfFibrousCellulosicMater8439_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,3147000000,Exports_EconomicActivity_MachineryForMakingPulpOfFibrousCellulosicMater8439,INR,ExportsInUSD
country/IND,2021,0.0146,Exports_EconomicActivity_MachineryForMakingPulpOfFibrousCellulosicMater8439_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-2.23,GrowthRate_Exports_EconomicActivity_MachineryForMakingPulpOfFibrousCellulosicMater8439,Percent,ExportsInUSD
country/IND,2020,960700000,Exports_EconomicActivity_BookBindingMachineryIncludingBookSewingMachine8440,INR,ExportsInUSD
country/IND,2020,0.0043,Exports_EconomicActivity_BookBindingMachineryIncludingBookSewingMachine8440_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,578800000,Exports_EconomicActivity_BookBindingMachineryIncludingBookSewingMachine8440,INR,ExportsInUSD
country/IND,2021,0.0027,Exports_EconomicActivity_BookBindingMachineryIncludingBookSewingMachine8440_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-39.75,GrowthRate_Exports_EconomicActivity_BookBindingMachineryIncludingBookSewingMachine8440,Percent,ExportsInUSD
country/IND,2020,3904800000,Exports_EconomicActivity_MachinesForMakingUpPaperPulpPaperOrPaperboard,INR,ExportsInUSD
country/IND,2020,0.0176,Exports_EconomicActivity_MachinesForMakingUpPaperPulpPaperOrPaperboard_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,3836700000,Exports_EconomicActivity_MachinesForMakingUpPaperPulpPaperOrPaperboard,INR,ExportsInUSD
country/IND,2021,0.0178,Exports_EconomicActivity_MachinesForMakingUpPaperPulpPaperOrPaperboard_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-1.75,GrowthRate_Exports_EconomicActivity_MachinesForMakingUpPaperPulpPaperOrPaperboard,Percent,ExportsInUSD
country/IND,2020,1001100000,Exports_EconomicActivity_MachineryApparatusAndEquipmentExcludingMachine8442,INR,ExportsInUSD
country/IND,2020,0.0045,Exports_EconomicActivity_MachineryApparatusAndEquipmentExcludingMachine8442_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,824900000,Exports_EconomicActivity_MachineryApparatusAndEquipmentExcludingMachine8442,INR,ExportsInUSD
country/IND,2021,0.0038,Exports_EconomicActivity_MachineryApparatusAndEquipmentExcludingMachine8442_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-17.6,GrowthRate_Exports_EconomicActivity_MachineryApparatusAndEquipmentExcludingMachine8442,Percent,ExportsInUSD
country/IND,2020,9971400000,Exports_EconomicActivity_PrintingMachineryUsedForPrintingByMeansOfPlate8443,INR,ExportsInUSD
country/IND,2020,0.0449,Exports_EconomicActivity_PrintingMachineryUsedForPrintingByMeansOfPlate8443_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,7656400000,Exports_EconomicActivity_PrintingMachineryUsedForPrintingByMeansOfPlate8443,INR,ExportsInUSD
country/IND,2021,0.0355,Exports_EconomicActivity_PrintingMachineryUsedForPrintingByMeansOfPlate8443_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-23.22,GrowthRate_Exports_EconomicActivity_PrintingMachineryUsedForPrintingByMeansOfPlate8443,Percent,ExportsInUSD
country/IND,2020,401300000,Exports_EconomicActivity_TextileMachineryForExtrudingDrawingTexturingOr8444,INR,ExportsInUSD
country/IND,2020,0.0018,Exports_EconomicActivity_TextileMachineryForExtrudingDrawingTexturingOr8444_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,526700000,Exports_EconomicActivity_TextileMachineryForExtrudingDrawingTexturingOr8444,INR,ExportsInUSD
country/IND,2021,0.0024,Exports_EconomicActivity_TextileMachineryForExtrudingDrawingTexturingOr8444_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,31.26,GrowthRate_Exports_EconomicActivity_TextileMachineryForExtrudingDrawingTexturingOr8444,Percent,ExportsInUSD
country/IND,2020,12931600000,Exports_EconomicActivity_TextileMachinerySpinningDoublingTwistingMachines,INR,ExportsInUSD
country/IND,2020,0.0583,Exports_EconomicActivity_TextileMachinerySpinningDoublingTwistingMachines_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,11891300000,Exports_EconomicActivity_TextileMachinerySpinningDoublingTwistingMachines,INR,ExportsInUSD
country/IND,2021,0.0551,Exports_EconomicActivity_TextileMachinerySpinningDoublingTwistingMachines_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-8.04,GrowthRate_Exports_EconomicActivity_TextileMachinerySpinningDoublingTwistingMachines,Percent,ExportsInUSD
country/IND,2020,2325600000,Exports_EconomicActivity_WeavingMachinesLooms,INR,ExportsInUSD
country/IND,2020,0.0105,Exports_EconomicActivity_WeavingMachinesLooms_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2408100000,Exports_EconomicActivity_WeavingMachinesLooms,INR,ExportsInUSD
country/IND,2021,0.0112,Exports_EconomicActivity_WeavingMachinesLooms_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,3.55,GrowthRate_Exports_EconomicActivity_WeavingMachinesLooms,Percent,ExportsInUSD
country/IND,2020,319700000,Exports_EconomicActivity_KnittingMachinesStitchBondingMachinesAndMachines,INR,ExportsInUSD
country/IND,2020,0.0014,Exports_EconomicActivity_KnittingMachinesStitchBondingMachinesAndMachines_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,318500000,Exports_EconomicActivity_KnittingMachinesStitchBondingMachinesAndMachines,INR,ExportsInUSD
country/IND,2021,0.0015,Exports_EconomicActivity_KnittingMachinesStitchBondingMachinesAndMachines_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-0.38,GrowthRate_Exports_EconomicActivity_KnittingMachinesStitchBondingMachinesAndMachines,Percent,ExportsInUSD
country/IND,2020,10606000000,Exports_EconomicActivity_MachineryAuxiliaryForUseWithMachinesOfHeadingNo,INR,ExportsInUSD
country/IND,2020,0.0478,Exports_EconomicActivity_MachineryAuxiliaryForUseWithMachinesOfHeadingNo_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10295600000,Exports_EconomicActivity_MachineryAuxiliaryForUseWithMachinesOfHeadingNo,INR,ExportsInUSD
country/IND,2021,0.0477,Exports_EconomicActivity_MachineryAuxiliaryForUseWithMachinesOfHeadingNo_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-2.93,GrowthRate_Exports_EconomicActivity_MachineryAuxiliaryForUseWithMachinesOfHeadingNo,Percent,ExportsInUSD
country/IND,2020,45100000,Exports_EconomicActivity_MachineryForManufactureOrFinishingFeltOrNonWov8449,INR,ExportsInUSD
country/IND,2020,0.0002,Exports_EconomicActivity_MachineryForManufactureOrFinishingFeltOrNonWov8449_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,110200000,Exports_EconomicActivity_MachineryForManufactureOrFinishingFeltOrNonWov8449,INR,ExportsInUSD
country/IND,2021,0.0005,Exports_EconomicActivity_MachineryForManufactureOrFinishingFeltOrNonWov8449_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,144.14,GrowthRate_Exports_EconomicActivity_MachineryForManufactureOrFinishingFeltOrNonWov8449,Percent,ExportsInUSD
country/IND,2020,3356700000,Exports_EconomicActivity_HouseholdOrLaundryTypeWashingMachinesIncluding,INR,ExportsInUSD
country/IND,2020,0.0151,Exports_EconomicActivity_HouseholdOrLaundryTypeWashingMachinesIncluding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4864300000,Exports_EconomicActivity_HouseholdOrLaundryTypeWashingMachinesIncluding,INR,ExportsInUSD
country/IND,2021,0.0225,Exports_EconomicActivity_HouseholdOrLaundryTypeWashingMachinesIncluding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,44.91,GrowthRate_Exports_EconomicActivity_HouseholdOrLaundryTypeWashingMachinesIncluding,Percent,ExportsInUSD
country/IND,2020,4639300000,Exports_EconomicActivity_MachineryNotOfHeadingNo8450ForWashingCleaning,INR,ExportsInUSD
country/IND,2020,0.0209,Exports_EconomicActivity_MachineryNotOfHeadingNo8450ForWashingCleaning_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,5422000000,Exports_EconomicActivity_MachineryNotOfHeadingNo8450ForWashingCleaning,INR,ExportsInUSD
country/IND,2021,0.0251,Exports_EconomicActivity_MachineryNotOfHeadingNo8450ForWashingCleaning_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,16.87,GrowthRate_Exports_EconomicActivity_MachineryNotOfHeadingNo8450ForWashingCleaning,Percent,ExportsInUSD
country/IND,2020,4147700000,Exports_EconomicActivity_SewingMachinesOtherThanBookSewingMachinesOfHeading,INR,ExportsInUSD
country/IND,2020,0.0187,Exports_EconomicActivity_SewingMachinesOtherThanBookSewingMachinesOfHeading_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4441200000,Exports_EconomicActivity_SewingMachinesOtherThanBookSewingMachinesOfHeading,INR,ExportsInUSD
country/IND,2021,0.0206,Exports_EconomicActivity_SewingMachinesOtherThanBookSewingMachinesOfHeading_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,7.08,GrowthRate_Exports_EconomicActivity_SewingMachinesOtherThanBookSewingMachinesOfHeading,Percent,ExportsInUSD
country/IND,2020,98000000,Exports_EconomicActivity_MachineryForPreparingTanningOrWorkingHidesSkin8453,INR,ExportsInUSD
country/IND,2020,0.0004,Exports_EconomicActivity_MachineryForPreparingTanningOrWorkingHidesSkin8453_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,199600000,Exports_EconomicActivity_MachineryForPreparingTanningOrWorkingHidesSkin8453,INR,ExportsInUSD
country/IND,2021,0.0009,Exports_EconomicActivity_MachineryForPreparingTanningOrWorkingHidesSkin8453_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,103.59,GrowthRate_Exports_EconomicActivity_MachineryForPreparingTanningOrWorkingHidesSkin8453,Percent,ExportsInUSD
country/IND,2020,2753400000,Exports_EconomicActivity_ConvertersLadlesIngotMouldsAndCastingMachinesOfA,INR,ExportsInUSD
country/IND,2020,0.0124,Exports_EconomicActivity_ConvertersLadlesIngotMouldsAndCastingMachinesOfA_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1927200000,Exports_EconomicActivity_ConvertersLadlesIngotMouldsAndCastingMachinesOfA,INR,ExportsInUSD
country/IND,2021,0.0089,Exports_EconomicActivity_ConvertersLadlesIngotMouldsAndCastingMachinesOfA_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-30.01,GrowthRate_Exports_EconomicActivity_ConvertersLadlesIngotMouldsAndCastingMachinesOfA,Percent,ExportsInUSD
country/IND,2020,11320800000,Exports_EconomicActivity_MetalRollingMillsAndRollsTherefor,INR,ExportsInUSD
country/IND,2020,0.051,Exports_EconomicActivity_MetalRollingMillsAndRollsTherefor_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,8952100000,Exports_EconomicActivity_MetalRollingMillsAndRollsTherefor,INR,ExportsInUSD
country/IND,2021,0.0415,Exports_EconomicActivity_MetalRollingMillsAndRollsTherefor_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-20.92,GrowthRate_Exports_EconomicActivity_MetalRollingMillsAndRollsTherefor,Percent,ExportsInUSD
country/IND,2020,555900000,Exports_EconomicActivity_MachineToolsForWorkingAnyMaterialByRemovalOf8456,INR,ExportsInUSD
country/IND,2020,0.0025,Exports_EconomicActivity_MachineToolsForWorkingAnyMaterialByRemovalOf8456_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,811500000,Exports_EconomicActivity_MachineToolsForWorkingAnyMaterialByRemovalOf8456,INR,ExportsInUSD
country/IND,2021,0.0038,Exports_EconomicActivity_MachineToolsForWorkingAnyMaterialByRemovalOf8456_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,45.97,GrowthRate_Exports_EconomicActivity_MachineToolsForWorkingAnyMaterialByRemovalOf8456,Percent,ExportsInUSD
country/IND,2020,880700000,Exports_EconomicActivity_MachiningCentresUnitConstructionMachinesSingle,INR,ExportsInUSD
country/IND,2020,0.004,Exports_EconomicActivity_MachiningCentresUnitConstructionMachinesSingle_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,895200000,Exports_EconomicActivity_MachiningCentresUnitConstructionMachinesSingle,INR,ExportsInUSD
country/IND,2021,0.0041,Exports_EconomicActivity_MachiningCentresUnitConstructionMachinesSingle_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1.64,GrowthRate_Exports_EconomicActivity_MachiningCentresUnitConstructionMachinesSingle,Percent,ExportsInUSD
country/IND,2020,1986200000,Exports_EconomicActivity_LathesForRemovingMetal,INR,ExportsInUSD
country/IND,2020,0.0089,Exports_EconomicActivity_LathesForRemovingMetal_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2006900000,Exports_EconomicActivity_LathesForRemovingMetal,INR,ExportsInUSD
country/IND,2021,0.0093,Exports_EconomicActivity_LathesForRemovingMetal_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1.04,GrowthRate_Exports_EconomicActivity_LathesForRemovingMetal,Percent,ExportsInUSD
country/IND,2020,1063700000,Exports_EconomicActivity_MachineToolsIncludingWayTypeUnitHeadMachinesFor,INR,ExportsInUSD
country/IND,2020,0.0048,Exports_EconomicActivity_MachineToolsIncludingWayTypeUnitHeadMachinesFor_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1022200000,Exports_EconomicActivity_MachineToolsIncludingWayTypeUnitHeadMachinesFor,INR,ExportsInUSD
country/IND,2021,0.0047,Exports_EconomicActivity_MachineToolsIncludingWayTypeUnitHeadMachinesFor_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-3.9,GrowthRate_Exports_EconomicActivity_MachineToolsIncludingWayTypeUnitHeadMachinesFor,Percent,ExportsInUSD
country/IND,2020,1570500000,Exports_EconomicActivity_MachineToolsForDeburringSharpeningGrindingHoning,INR,ExportsInUSD
country/IND,2020,0.0071,Exports_EconomicActivity_MachineToolsForDeburringSharpeningGrindingHoning_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1734500000,Exports_EconomicActivity_MachineToolsForDeburringSharpeningGrindingHoning,INR,ExportsInUSD
country/IND,2021,0.008,Exports_EconomicActivity_MachineToolsForDeburringSharpeningGrindingHoning_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10.45,GrowthRate_Exports_EconomicActivity_MachineToolsForDeburringSharpeningGrindingHoning,Percent,ExportsInUSD
country/IND,2020,1027000000,Exports_EconomicActivity_MachineToolsForPlaningShapingSlottingBroachingGear,INR,ExportsInUSD
country/IND,2020,0.0046,Exports_EconomicActivity_MachineToolsForPlaningShapingSlottingBroachingGear_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,706500000,Exports_EconomicActivity_MachineToolsForPlaningShapingSlottingBroachingGear,INR,ExportsInUSD
country/IND,2021,0.0033,Exports_EconomicActivity_MachineToolsForPlaningShapingSlottingBroachingGear_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-31.2,GrowthRate_Exports_EconomicActivity_MachineToolsForPlaningShapingSlottingBroachingGear,Percent,ExportsInUSD
country/IND,2020,2926100000,Exports_EconomicActivity_MachineToolsIncludingPressesForWorkingMetalBy8462,INR,ExportsInUSD
country/IND,2020,0.0132,Exports_EconomicActivity_MachineToolsIncludingPressesForWorkingMetalBy8462_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1889600000,Exports_EconomicActivity_MachineToolsIncludingPressesForWorkingMetalBy8462,INR,ExportsInUSD
country/IND,2021,0.0088,Exports_EconomicActivity_MachineToolsIncludingPressesForWorkingMetalBy8462_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-35.42,GrowthRate_Exports_EconomicActivity_MachineToolsIncludingPressesForWorkingMetalBy8462,Percent,ExportsInUSD
country/IND,2020,789600000,Exports_EconomicActivity_MachineToolsNECForWorkingMetalSinteredMetal,INR,ExportsInUSD
country/IND,2020,0.0036,Exports_EconomicActivity_MachineToolsNECForWorkingMetalSinteredMetal_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,822300000,Exports_EconomicActivity_MachineToolsNECForWorkingMetalSinteredMetal,INR,ExportsInUSD
country/IND,2021,0.0038,Exports_EconomicActivity_MachineToolsNECForWorkingMetalSinteredMetal_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4.14,GrowthRate_Exports_EconomicActivity_MachineToolsNECForWorkingMetalSinteredMetal,Percent,ExportsInUSD
country/IND,2020,383700000,Exports_EconomicActivity_MachineToolsForWorkingStoneCeramicsConcrete8464,INR,ExportsInUSD
country/IND,2020,0.0017,Exports_EconomicActivity_MachineToolsForWorkingStoneCeramicsConcrete8464_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,337900000,Exports_EconomicActivity_MachineToolsForWorkingStoneCeramicsConcrete8464,INR,ExportsInUSD
country/IND,2021,0.0016,Exports_EconomicActivity_MachineToolsForWorkingStoneCeramicsConcrete8464_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-11.93,GrowthRate_Exports_EconomicActivity_MachineToolsForWorkingStoneCeramicsConcrete8464,Percent,ExportsInUSD
country/IND,2020,2672800000,Exports_EconomicActivity_MachineToolsIncludingMachinesForNailingStapling,INR,ExportsInUSD
country/IND,2020,0.012,Exports_EconomicActivity_MachineToolsIncludingMachinesForNailingStapling_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2968800000,Exports_EconomicActivity_MachineToolsIncludingMachinesForNailingStapling,INR,ExportsInUSD
country/IND,2021,0.0138,Exports_EconomicActivity_MachineToolsIncludingMachinesForNailingStapling_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,11.07,GrowthRate_Exports_EconomicActivity_MachineToolsIncludingMachinesForNailingStapling,Percent,ExportsInUSD
country/IND,2020,11483200000,Exports_EconomicActivity_PartsAccessoriesSuitedForUseOnlyMainlyWithMachines,INR,ExportsInUSD
country/IND,2020,0.0517,Exports_EconomicActivity_PartsAccessoriesSuitedForUseOnlyMainlyWithMachines_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10922500000,Exports_EconomicActivity_PartsAccessoriesSuitedForUseOnlyMainlyWithMachines,INR,ExportsInUSD
country/IND,2021,0.0506,Exports_EconomicActivity_PartsAccessoriesSuitedForUseOnlyMainlyWithMachines_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-4.88,GrowthRate_Exports_EconomicActivity_PartsAccessoriesSuitedForUseOnlyMainlyWithMachines,Percent,ExportsInUSD
country/IND,2020,6090300000,Exports_EconomicActivity_ToolsForWorkingInTheHandPneumaticHydraulicOrWith,INR,ExportsInUSD
country/IND,2020,0.0274,Exports_EconomicActivity_ToolsForWorkingInTheHandPneumaticHydraulicOrWith_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,8261200000,Exports_EconomicActivity_ToolsForWorkingInTheHandPneumaticHydraulicOrWith,INR,ExportsInUSD
country/IND,2021,0.0383,Exports_EconomicActivity_ToolsForWorkingInTheHandPneumaticHydraulicOrWith_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,35.64,GrowthRate_Exports_EconomicActivity_ToolsForWorkingInTheHandPneumaticHydraulicOrWith,Percent,ExportsInUSD
country/IND,2020,1643300000,Exports_EconomicActivity_MachineryAndApparatusForSolderingBrazingWelding,INR,ExportsInUSD
country/IND,2020,0.0074,Exports_EconomicActivity_MachineryAndApparatusForSolderingBrazingWelding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1590800000,Exports_EconomicActivity_MachineryAndApparatusForSolderingBrazingWelding,INR,ExportsInUSD
country/IND,2021,0.0074,Exports_EconomicActivity_MachineryAndApparatusForSolderingBrazingWelding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-3.19,GrowthRate_Exports_EconomicActivity_MachineryAndApparatusForSolderingBrazingWelding,Percent,ExportsInUSD
country/IND,2020,761300000,Exports_EconomicActivity_CalculatingMachinesAndPocketSizeDataRecording,INR,ExportsInUSD
country/IND,2020,0.0034,Exports_EconomicActivity_CalculatingMachinesAndPocketSizeDataRecording_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2237800000,Exports_EconomicActivity_CalculatingMachinesAndPocketSizeDataRecording,INR,ExportsInUSD
country/IND,2021,0.0104,Exports_EconomicActivity_CalculatingMachinesAndPocketSizeDataRecording_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,193.94,GrowthRate_Exports_EconomicActivity_CalculatingMachinesAndPocketSizeDataRecording,Percent,ExportsInUSD
country/IND,2020,12595100000,Exports_EconomicActivity_AutomaticDataProcessingMachinesAndUnitsThereof,INR,ExportsInUSD
country/IND,2020,0.0567,Exports_EconomicActivity_AutomaticDataProcessingMachinesAndUnitsThereof_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,12931400000,Exports_EconomicActivity_AutomaticDataProcessingMachinesAndUnitsThereof,INR,ExportsInUSD
country/IND,2021,0.0599,Exports_EconomicActivity_AutomaticDataProcessingMachinesAndUnitsThereof_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2.67,GrowthRate_Exports_EconomicActivity_AutomaticDataProcessingMachinesAndUnitsThereof,Percent,ExportsInUSD
country/IND,2020,13560600000,Exports_EconomicActivity_OfficeMachinesNotElsewhereClassified8472,INR,ExportsInUSD
country/IND,2020,0.0611,Exports_EconomicActivity_OfficeMachinesNotElsewhereClassified8472_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,11167400000,Exports_EconomicActivity_OfficeMachinesNotElsewhereClassified8472,INR,ExportsInUSD
country/IND,2021,0.0517,Exports_EconomicActivity_OfficeMachinesNotElsewhereClassified8472_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-17.65,GrowthRate_Exports_EconomicActivity_OfficeMachinesNotElsewhereClassified8472,Percent,ExportsInUSD
country/IND,2020,22640500000,Exports_EconomicActivity_MachineryPartsAndAccessoriesOtherThanCovers8473,INR,ExportsInUSD
country/IND,2020,0.102,Exports_EconomicActivity_MachineryPartsAndAccessoriesOtherThanCovers8473_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,16858000000,Exports_EconomicActivity_MachineryPartsAndAccessoriesOtherThanCovers8473,INR,ExportsInUSD
country/IND,2021,0.0781,Exports_EconomicActivity_MachineryPartsAndAccessoriesOtherThanCovers8473_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-25.54,GrowthRate_Exports_EconomicActivity_MachineryPartsAndAccessoriesOtherThanCovers8473,Percent,ExportsInUSD
country/IND,2020,39745300000,Exports_EconomicActivity_MachineryForSortingScreeningSeparatingWashing,INR,ExportsInUSD
country/IND,2020,0.179,Exports_EconomicActivity_MachineryForSortingScreeningSeparatingWashing_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,37154700000,Exports_EconomicActivity_MachineryForSortingScreeningSeparatingWashing,INR,ExportsInUSD
country/IND,2021,0.1721,Exports_EconomicActivity_MachineryForSortingScreeningSeparatingWashing_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-6.52,GrowthRate_Exports_EconomicActivity_MachineryForSortingScreeningSeparatingWashing,Percent,ExportsInUSD
country/IND,2020,4905700000,Exports_EconomicActivity_MachinesForAssemblingElectricOrElectronicLamps8475,INR,ExportsInUSD
country/IND,2020,0.0221,Exports_EconomicActivity_MachinesForAssemblingElectricOrElectronicLamps8475_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10335000000,Exports_EconomicActivity_MachinesForAssemblingElectricOrElectronicLamps8475,INR,ExportsInUSD
country/IND,2021,0.0479,Exports_EconomicActivity_MachinesForAssemblingElectricOrElectronicLamps8475_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,110.67,GrowthRate_Exports_EconomicActivity_MachinesForAssemblingElectricOrElectronicLamps8475,Percent,ExportsInUSD
country/IND,2020,828100000,Exports_EconomicActivity_AutomaticGoodsVendingMachinesEGPostageStamp,INR,ExportsInUSD
country/IND,2020,0.0037,Exports_EconomicActivity_AutomaticGoodsVendingMachinesEGPostageStamp_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,855400000,Exports_EconomicActivity_AutomaticGoodsVendingMachinesEGPostageStamp,INR,ExportsInUSD
country/IND,2021,0.004,Exports_EconomicActivity_AutomaticGoodsVendingMachinesEGPostageStamp_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,3.29,GrowthRate_Exports_EconomicActivity_AutomaticGoodsVendingMachinesEGPostageStamp,Percent,ExportsInUSD
country/IND,2020,21034000000,Exports_EconomicActivity_MachineryForWorkingRubberOrPlasticsOrForThe8477,INR,ExportsInUSD
country/IND,2020,0.0948,Exports_EconomicActivity_MachineryForWorkingRubberOrPlasticsOrForThe8477_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,21560900000,Exports_EconomicActivity_MachineryForWorkingRubberOrPlasticsOrForThe8477,INR,ExportsInUSD
country/IND,2021,0.0999,Exports_EconomicActivity_MachineryForWorkingRubberOrPlasticsOrForThe8477_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2.5,GrowthRate_Exports_EconomicActivity_MachineryForWorkingRubberOrPlasticsOrForThe8477,Percent,ExportsInUSD
country/IND,2020,508600000,Exports_EconomicActivity_MachineryForPreparingOrMakingUpTobaccoNECInThi8478,INR,ExportsInUSD
country/IND,2020,0.0023,Exports_EconomicActivity_MachineryForPreparingOrMakingUpTobaccoNECInThi8478_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,463900000,Exports_EconomicActivity_MachineryForPreparingOrMakingUpTobaccoNECInThi8478,INR,ExportsInUSD
