observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2941470000000,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,13521178317402.854,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,10267891901083.291,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,21367072547521,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,17077806082601.81,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,10660549811346.42,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,8309766780494.504,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,9417779671785.14,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,7581703189584.326,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,25877202197961.5,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,19560514018311.5,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,10454875251173.98,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,7227727337924.049,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,13756575081667.1,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,9027047156704.95,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,171751283008245.8,INR,MOSPIThirdRevisedEstimates,P1Y
2019,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,127337977693462.14,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,28298258513597.973,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,18400228955980.832,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3361091337536.4,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3296120533451.8506,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,25666233642957.707,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,22094277631577.016,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,4257177288413.385,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2726500195926.2485,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,12004138437391.52,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9643056677172.473,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,18813945686809.48,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,15681746632799.678,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,9975276251989.416,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,8002447397970.115,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,8461941600484.893,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,7286696333620.123,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,22810175394365.926,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,18085206252590.246,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,9450822276480.42,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,6765074351194.039,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,11957591685212.69,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,8360350175022.513,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,155056652115239.78,INR,MOSPIThirdRevisedEstimates,P1Y
2018,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,120341705137305.12,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,25186620000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,17260040000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3268080000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3492480000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,23337210000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,20547640000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3557090000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2464960000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,10808700000000,INR,MOSPIThirdRevisedEstimates,P1Y
