observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2024,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,38939440632436.54,INR,MOSPISecondAdvanceEstimates,P1Y
2024,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,20205788511548.957,INR,MOSPISecondAdvanceEstimates,P1Y
2024,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,266776786861388.1,INR,MOSPISecondAdvanceEstimates,P1Y
2024,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,158277083238002.38,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,45208179800368.945,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,22210922572396.62,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,5847632647465.942,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3208976385945.926,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,36232838409435.95,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,25968576336289.56,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,7406019542511.376,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3450379707733.025,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,20211755149839.57,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,12323377568860.6,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,44755443456855.56,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,28048698740235.418,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,52946921030671.5,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,33112080580297.133,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,34461220013064.652,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,18802920682554.99,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,247070010050213.53,INR,MOSPISecondAdvanceEstimates,P1Y
2023,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,147125932574313.25,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,39643122280923.39,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,21150401454465.06,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,5181699206761.25,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3309454124589.776,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,33267464895041.547,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,24831426583685.977,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,5701245129997.153,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3122642456505.4746,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,17020553074208.377,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,10586424340706.047,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,35436235666497.45,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,23975248196934.75,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,45672413556194.12,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,30897680087315.406,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,31649998160510.613,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,18373717544040.82,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,213572731970133.94,INR,MOSPISecondAdvanceEstimates,P1Y
2022,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,136246994788243.33,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,35879860000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,20282880000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,2792230000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,2923360000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,25386960000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,20795380000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,4769060000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3060480000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,12489170000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9289880000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,29419950000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,22135700000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,39371370000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,28757510000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,27702600000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,16869770000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,177811200000000,INR,MOSPISecondAdvanceEstimates,P1Y
2021,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,124114950000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,32543450000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,19408110000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3915530000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3547480000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,27972320000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,23363650000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,4756580000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3102750000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,14074910000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,10505330000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,33819270000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,26274390000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,39302340000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,29899600000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,28552460000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,18244730000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,184936860000000,INR,MOSPISecondAdvanceEstimates,P1Y
2020,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,134346060000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,27559920000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,18525800000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,4185170000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3702370000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,28563130000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,23536180000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,4886330000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2891930000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,13825580000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,10559170000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,31554240000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,24695710000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,36667280000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,28418050000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,25169890000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,16928660000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,172411540000000,INR,MOSPISecondAdvanceEstimates,P1Y
2019,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,129257870000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,25881800000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,17673970000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3771970000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3822040000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,25120080000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,21531470000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3880800000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2629230000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,11041850000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9158780000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,28214900000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,23139320000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,31736670000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,26126700000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,22015730000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,15563270000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,151663790000000,INR,MOSPISecondAdvanceEstimates,P1Y
2018,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,119644790000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,23822890000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,16870640000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3091780000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3493510000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,22781490000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,20075640000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3383960000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2392030000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,10640680000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,8795250000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,25381620000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrTransportStorageSectorOrPublishingBroadcastingInformationActivities,21338510000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,28963000000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,24436330000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,19442430000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,14281240000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,137507860000000,INR,MOSPISecondAdvanceEstimates,P1Y
2017,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,111683150000000,INR,MOSPISecondAdvanceEstimates,P1Y
